County, FIPS,AgeAdjustedRateP100K
"Scotland County, Missouri(6,10)",29199,333.3
"Bayfield County, Wisconsin(6,10)",55007,332.6
"Southeast Fairbanks Census Area, Alaska(6,10)",2240,332.6
"Sherman County, Texas(6,10)",48421,332.2
"Osage County, Oklahoma(6,10)",40113,331.9
"Zapata County, Texas(6,10)",48505,331.3
"Catron County, New Mexico(7,8)",35003,330.7
"Edwards County, Texas(6,10)",48137,330.2
"Bear Lake County, Idaho(6,10)",16007,329.6
"Liberty County, Montana(6,10)",30051,329.4
"La Paz County, Arizona(6,10)",4012,328.7
"Telfair County, Georgia(7,9)",13271,328.7
"Rich County, Utah(7,8)",49033,328.6
"Mason County, Michigan(6,10)",26105,328.2
"Willacy County, Texas(6,10)",48489,327.6
"Daggett County, Utah(7)",49009,327
"Sierra County, California(7,9)",6091,326.7
"San Augustine County, Texas(6,10)",48405,326.4
"Cass County, Michigan(6,10)",26027,326.2
"Mills County, Texas(6,10)",48333,325.9
"Grant County, West Virginia(6,10)",54023,325.8
"Haskell County, Texas(6,10)",48207,325.8
"San Miguel County, Colorado(6,10)",8113,325.7
"Crowley County, Colorado(6,10)",8025,325.1
"Sequoyah County, Oklahoma(6,10)",40135,324.3
"Sublette County, Wyoming(6,10)",56035,323.6
"Zavala County, Texas(6,10)",48507,323.1
"Clinton County, Michigan(6,10)",26037,323.1
"Smith County, Mississippi(6,10)",28129,321.4
"Jones County, South Dakota(6,10)",46075,321.2
"Holmes County, Ohio(6,10)",39075,320.9
"Taos County, New Mexico(7,8)",35055,320.5
"Iron County, Michigan(6,10)",26071,319.3
"San Miguel County, New Mexico(7,8)",35047,317.9
"Newton County, Missouri(6,10)",29145,316.7
"La Salle County, Texas(6,10)",48283,316.6
"Latimer County, Oklahoma(6,10)",40077,316.1
"Sterling County, Texas(6,10)",48431,315.7
"Saguache County, Colorado(6,10)",8109,315
"Cedar County, Nebraska(6,10)",31027,313.9
"McPherson County, South Dakota(6,10)",46089,313.7
"Madison County, Florida(6,10)",12079,313
"St. Croix County, Wisconsin(6,10)",55109,312.8
"Santa Cruz County, Arizona(6,10)",4023,312.8
"Le Flore County, Oklahoma(6,10)",40079,311.7
"Keya Paha County, Nebraska(6,10)",31103,310.3
"Jackson County, Florida(6,10)",12063,307.9
"Pitkin County, Colorado(6,10)",8097,307
"Franklin County, Nebraska(6,10)",31061,304.9
"Menominee County, Michigan(6,10)",26109,303.3
"Gunnison County, Colorado(6,10)",8051,302.6
"Apache County, Arizona(6,10)",4001,302.4
"Campbell County, South Dakota(6,10)",46021,302.4
"Skagway Hoonah Angoon Census Area, Alaska(6,10)",2232,302.1
"Hudspeth County, Texas(6,10)",48229,300
"Grand County, Colorado(6,10)",8049,298.1
"Archer County, Texas(6,10)",48009,295.6
"Menard County, Texas(6,10)",48327,294.6
"San Juan County, Utah(7,8)",49037,294.4
"Dimmit County, Texas(6,10)",48127,293.4
"Mono County, California(7,9)",6051,293
"Cottle County, Texas(6,10)",48101,291.7
"Sitka Borough, Alaska(6,10)",2220,290.7
"Wheeler County, Nebraska(6,10)",31183,289.1
"Mason County, Texas(6,10)",48319,288.7
"San Saba County, Texas(6,10)",48411,288.2
"Motley County, Texas(6,10)",48345,287.9
"Gaines County, Texas(6,10)",48165,287.4
"Barry County, Michigan(6,10)",26015,287.1
"Maries County, Missouri(6,10)",29125,285.8
"Choctaw County, Mississippi(6,10)",28019,285.4
"Mineral County, Colorado(6,10)",8079,284.9
"Carson County, Texas(6,10)",48065,283.6
"Lynn County, Texas(6,10)",48305,282.5
"Pierce County, Wisconsin(6,10)",55093,281.5
"Crook County, Wyoming(6,10)",56011,281
"Jackson County, Colorado(6,10)",8057,275.2
"Harding County, South Dakota(6,10)",46063,267.8
"Jefferson County, Mississippi(6,10)",28063,265.4
"Hayes County, Nebraska(6,10)",31085,265.1
"Lipscomb County, Texas(6,10)",48295,264.9
"Union County, New Mexico(7,8)",35059,262.6
"Hartley County, Texas(6,10)",48205,261.5
"Jackson County, South Dakota(6,10)",46071,258.4
"Summit County, Colorado(6,10)",8117,257.6
"Webster County, Georgia(7,9)",13307,257.3
"Martin County, Texas(6,10)",48317,256.5
"Presidio County, Texas(6,10)",48377,252.2
"Holmes County, Florida(6,10)",12059,243.5
"Garfield County, Washington(6,10)",53023,241.7
"Bethel Census Area, Alaska(6,10)",2050,239.5
"Starr County, Texas(6,10)",48427,233.7
"Stanton County, Nebraska(6,10)",31167,231.1
"Kinney County, Texas(6,10)",48271,231
"Garfield County, Montana(6,10)",30033,225.3
"Doddridge County, West Virginia(6,10)",54017,225.1
"Dolores County, Colorado(6,10)",8033,222.4
"Carter County, Montana(6,10)",30011,204.9
